order id,order date,customer id,product id,quantity,customer name,customer email,phone number,address line 1,city,country,postcode,loyalty card,coffee type,roast type,size,unit price,price per 100g,profit
OGB-91614-810,2022-02-18,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,+1 (704) 892-0605,37340 Lerdahl Avenue,Charlotte,United States,28225,Yes,Rob,M,0.2,2.985,1.4925,0.17909999999999998
BQI-61647-496,2023-06-13,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,+1 (602) 260-2399,941 Graceland Terrace,Phoenix,United States,85099,Yes,Exc,M,1.0,13.75,1.375,1.5125
IOM-51636-823,2024-08-06,04609-95151-XH,A-D-1,3,Devy Bulbrook,,+1 (212) 360-7479,567 Farmco Hill,Jamaica,United States,11407,No,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999
GGD-38107-641,2023-11-23,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,+1 (217) 146-0949,76 Briar Crest Avenue,Champaign,United States,61825,No,Lib,M,1.0,14.55,1.455,1.8915000000000002
LTO-95975-728,2023-10-13,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,,1065 Myrtle Center,Swindon,United Kingdom,SN1,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999
IGM-84664-265,2023-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,72657 Shelley Alley,Tucson,United States,85715,No,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999
SKO-45740-621,2022-01-16,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,United States,53205,Yes,Lib,M,0.5,8.73,1.746,1.1349
FOJ-02234-063,2024-04-25,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,+1 (954) 368-3867,6384 Darwin Avenue,Pompano Beach,United States,33064,Yes,Exc,D,2.5,27.945,1.1178,3.07395
MSJ-11909-468,2023-11-13,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,+1 (562) 516-6052,45604 Bunker Hill Court,Whittier,United States,90610,No,Exc,D,2.5,27.945,1.1178,3.07395
DKB-78053-329,2023-06-08,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,+44 (878) 199-6257,667 Florence Drive,Sheffield,United Kingdom,S33,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998
DFZ-45083-941,2022-11-21,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,,26 Linden Center,Saint Louis,United States,63180,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
OTA-40969-710,2021-03-14,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,21342 Schiller Parkway,Erie,United States,16522,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717
GRH-45571-667,2021-08-16,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,04 Hanson Junction,Tacoma,United States,98464,No,Exc,M,1.0,13.75,1.375,1.5125
NXV-05302-067,2021-04-22,25754-33191-ZI,L-M-2.5,4,Mar McIver,,+1 (571) 479-3812,6 Carberry Pass,Richmond,United States,23277,No,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995
VZH-86274-142,2024-05-02,53120-45532-KL,R-L-1,5,Arabella Fransewich,,+353 (336) 656-6944,675 Ruskin Road,Kinsealy-Drinan,Ireland,D17,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717
KIX-93248-135,2022-02-11,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,+1 (501) 899-4038,87597 Butternut Alley,Little Rock,United States,72204,Yes,Ara,D,0.5,5.97,1.194,0.5373
AXR-10962-010,2023-03-28,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,+44 (638) 528-2467,5021 Summit Drive,Newton,United Kingdom,NG34,No,Exc,D,1.0,12.15,1.215,1.3365
IHS-71573-008,2023-05-08,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,4306 Northfield Place,Sparks,United States,89436,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003
QTR-19001-114,2021-11-21,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,72 Maryland Terrace,Charlottesville,United States,22908,Yes,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999
WBK-62297-910,2023-05-17,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,+1 (972) 686-6332,41524 Mandrake Center,Denton,United States,76210,No,Ara,D,0.2,2.985,1.4925,0.26865
OGY-19377-175,2021-07-09,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,,,5915 Hallows Court,Tullamore,Ireland,R35,Yes,Exc,D,0.5,7.29,1.458,0.8019000000000001
ESR-66651-814,2022-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,+1 (919) 448-8909,38 Dryden Plaza,Raleigh,United States,27635,Yes,Ara,D,0.2,2.985,1.4925,0.26865
CPX-46916-770,2023-08-27,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,+353 (259) 651-4128,4825 Bowman Crossing,Shankill,Ireland,A98,Yes,Rob,L,1.0,11.95,1.1949999999999998,0.717
MDC-03318-645,2024-04-30,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,+1 (917) 310-4684,6223 North Hill,New York City,United States,10105,No,Ara,L,0.2,3.885,1.9425,0.34964999999999996
SFF-86059-407,2022-06-03,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,+1 (203) 768-3169,02670 Superior Way,Stamford,United States,6905,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
SCL-94540-788,2024-06-13,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,+1 (419) 561-6809,7 Eastlawn Alley,Toledo,United States,43666,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
HVU-21634-076,2022-06-10,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,305 Holy Cross Way,Castleblayney,Ireland,A75,Yes,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998
XUS-73326-418,2022-12-18,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,+1 (573) 758-1104,0 Manitowish Hill,Columbia,United States,65211,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335
XWD-18933-006,2021-08-31,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,+1 (260) 500-7893,2793 Vera Point,Fort Wayne,United States,46852,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996
HPD-65272-772,2021-02-25,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,United States,63143,Yes,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995
JEG-93140-224,2023-02-07,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,,+1 (208) 826-3825,91 Old Gate Road,Portland,United States,97211,Yes,Exc,M,0.5,8.25,1.65,0.9075
NNH-62058-950,2023-01-14,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,+1 (303) 516-4935,4 Linden Park,Boulder,United States,80305,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335
LTD-71429-845,2021-02-24,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,1 Hanover Terrace,Norton,United Kingdom,NN11,No,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999
MPV-26985-215,2021-06-23,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,+44 (522) 740-3583,2 Morrow Hill,Sheffield,United Kingdom,S33,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
IYO-10245-081,2022-05-09,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,,+1 (502) 913-2943,27 Pine View Crossing,Louisville,United States,40298,No,Exc,M,2.5,31.624999999999996,1.265,3.47875
BYZ-39669-954,2022-07-18,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,+1 (716) 790-4379,7536 Homewood Place,Buffalo,United States,14276,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995
EFB-72860-209,2021-10-17,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,,801 Sloan Plaza,Canton,United States,44710,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996
GMM-72397-378,2024-05-16,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,+1 (617) 552-8968,2469 Hayes Lane,Boston,United States,2114,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
LYP-52345-883,2023-03-24,17649-28133-PY,E-M-0.5,1,Mathew Goulter,,+353 (968) 887-1849,3 Sunfield Terrace,Kinlough,Ireland,F94,Yes,Exc,M,0.5,8.25,1.65,0.9075
DFK-35846-692,2021-11-03,49612-33852-CN,R-D-0.2,5,Marris Grcic,,,758 Acker Point,Lynchburg,United States,24515,Yes,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997
XAH-93337-609,2023-10-28,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,+1 (626) 268-7265,472 Mosinee Crossing,Los Angeles,United States,90071,No,Ara,D,1.0,9.95,0.9949999999999999,0.8954999999999999
QKA-72582-644,2022-12-16,64852-04619-XZ,E-M-0.5,2,Violante Skouling,,,9366 Bunting Center,Drumcondra,Ireland,D11,No,Exc,M,0.5,8.25,1.65,0.9075
ZDK-84567-102,2023-11-29,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,,641 Birchwood Place,Birmingham,United States,35236,No,Ara,D,0.5,5.97,1.194,0.5373
WAV-38301-984,2023-03-20,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,+1 (202) 727-7464,5205 Graceland Point,Alexandria,United States,22309,No,Ara,D,0.5,5.97,1.194,0.5373
KZR-33023-209,2024-04-08,21177-40725-CF,E-L-1,3,Micki Fero,,+1 (203) 722-1559,9 Burrows Way,Danbury,United States,6816,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335
ULM-49433-003,2022-08-14,99421-80253-UI,E-M-1,2,Cybill Graddell,,,8 Reindahl Alley,Albany,United States,12205,No,Exc,M,1.0,13.75,1.375,1.5125
SIB-83254-136,2021-05-12,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,+1 (941) 130-0581,6023 Novick Parkway,Naples,United States,34108,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996
NOK-50349-551,2023-03-03,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,+1 (305) 898-4252,9715 Shopko Hill,Miami Beach,United States,33141,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
YIS-96268-844,2022-02-11,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,+1 (404) 479-6402,1961 Sage Way,Atlanta,United States,30358,Yes,Exc,L,0.2,4.455,2.2275,0.49005
CXI-04933-855,2021-04-27,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,29668 Bashford Trail,Corpus Christi,United States,78405,Yes,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
IZU-90429-382,2024-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,80254 Cherokee Alley,Honolulu,United States,96835,Yes,Ara,L,1.0,12.95,1.295,1.1655
WIT-40912-783,2022-09-28,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,+1 (512) 635-4547,4019 Hagan Plaza,Austin,United States,78737,Yes,Lib,D,0.2,3.885,1.9425,0.50505
PSD-57291-590,2021-10-24,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,+1 (410) 158-5285,09771 Rigney Center,Baltimore,United States,21290,No,Ara,M,0.5,6.75,1.35,0.6074999999999999
GOI-41472-677,2023-08-04,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,,6094 Dawn Junction,Lexington,United States,40596,Yes,Exc,D,2.5,27.945,1.1178,3.07395
KTX-17944-494,2021-12-29,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996
RDM-99811-230,2021-11-27,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,+44 (237) 377-1917,88 West Avenue,Eaton,United Kingdom,DN22,No,Lib,M,0.2,4.365,2.1825,0.56745
JTU-55897-581,2022-02-28,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,+1 (402) 659-3815,8580 Autumn Leaf Trail,Lincoln,United States,68505,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998
CRK-07584-240,2023-01-31,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,+1 (513) 141-9892,14777 Leroy Avenue,Cincinnati,United States,45254,Yes,Ara,M,1.0,11.25,1.125,1.0125
MKE-75518-399,2024-06-17,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,,88 Jenna Point,Sheffield,United Kingdom,S33,No,Ara,M,1.0,11.25,1.125,1.0125
AEL-51169-725,2022-02-03,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,+1 (860) 182-4246,9076 Manley Center,West Hartford,United States,6127,Yes,Lib,M,0.2,4.365,2.1825,0.56745
ZGM-83108-823,2024-01-25,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,+353 (522) 527-0155,826 Judy Alley,Listowel,Ireland,V31,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335
JBP-78754-392,2022-04-30,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,Exc,M,2.5,31.624999999999996,1.265,3.47875
RNH-54912-747,2023-05-01,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,+1 (318) 839-1492,12 Stone Corner Avenue,Alexandria,United States,71307,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996
JDS-33440-914,2023-10-28,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,59 Rieder Lane,Belfast,United Kingdom,BT2,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597
SYX-48878-182,2023-08-29,47725-34771-FJ,R-D-1,5,Stacy Pickworth,,+1 (702) 723-3139,81014 Delladonna Terrace,Las Vegas,United States,89115,No,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999
ZGD-94763-868,2021-12-27,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,+1 (515) 216-0617,0528 Thackeray Pass,Des Moines,United States,50369,Yes,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
CZY-70361-485,2021-06-25,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,+353 (360) 805-4030,1 Annamark Drive,Ballivor,Ireland,D17,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
RJR-12175-899,2021-03-02,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,Exc,D,0.5,7.29,1.458,0.8019000000000001
ELB-07929-407,2024-01-02,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,+1 (561) 413-7904,00225 Fieldstone Center,West Palm Beach,United States,33405,Yes,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
UJQ-54441-340,2021-07-30,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,Exc,M,0.2,4.125,2.0625,0.45375
UJQ-54441-340,2021-07-30,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996
OWY-43108-475,2022-12-05,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,+353 (484) 159-9549,654 Mandrake Plaza,Sandyford,Ireland,D04,Yes,Ara,M,0.2,3.375,1.6875,0.30374999999999996
GNO-91911-159,2022-12-17,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,43 Fremont Point,Dublin,Ireland,D04,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101
CNY-06284-066,2023-06-26,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,+1 (865) 238-4985,73509 Victoria Junction,Knoxville,United States,37924,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003
OQS-46321-904,2021-07-20,19597-91185-CM,E-M-1,1,Diena Peetermann,,+1 (913) 671-7118,05926 Northfield Parkway,Shawnee Mission,United States,66276,No,Exc,M,1.0,13.75,1.375,1.5125
IBW-87442-480,2024-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,96 Rigney Trail,San Francisco,United States,94132,Yes,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995
DGZ-82537-477,2022-08-14,43439-94003-DW,R-D-1,5,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999
LPS-39089-432,2021-04-24,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,14 Oriole Hill,Brooklyn,United States,11215,Yes,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999
MQU-86100-929,2021-06-04,64418-01720-VW,L-L-0.5,4,Homer Dulany,,+1 (915) 761-6081,1988 Autumn Leaf Crossing,El Paso,United States,79934,Yes,Lib,L,0.5,9.51,1.902,1.2363
XUR-14132-391,2024-08-08,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,,86634 Nova Plaza,Sacramento,United States,94250,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
OVI-27064-381,2021-11-13,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
SHP-17012-870,2022-06-07,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,+1 (561) 651-3098,1881 Elgar Parkway,Boynton Beach,United States,33436,Yes,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998
FDY-03414-903,2021-08-12,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,+1 (323) 848-5169,47 Farwell Park,Los Angeles,United States,90094,Yes,Ara,D,0.5,5.97,1.194,0.5373
WXT-85291-143,2021-09-04,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,vceely99@auda.org.au,+1 (410) 876-8486,080 Stoughton Hill,Baltimore,United States,21275,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996
QNP-18893-547,2021-10-04,76930-61689-CH,R-L-1,5,Elonore Goodings,,,7 Grim Point,Salt Lake City,United States,84125,No,Rob,L,1.0,11.95,1.1949999999999998,0.717
DOH-92927-530,2022-02-24,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,cvasiliev9b@discuz.net,+1 (214) 507-8264,49 Eliot Alley,Garland,United States,75049,Yes,Lib,L,0.2,4.755,2.3775,0.61815
HGJ-82768-173,2023-08-26,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,19 Kings Pass,Church End,United Kingdom,CB4,No,Ara,M,1.0,11.25,1.125,1.0125
YPT-95383-088,2023-10-03,43439-94003-DW,E-D-2.5,2,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,Exc,D,2.5,27.945,1.1178,3.07395
OYH-16533-767,2022-06-13,44932-34838-RM,E-L-1,4,Wyatan Fetherston,wfetherston9e@constantcontact.com,+1 (212) 724-3420,74 Morning Avenue,New York City,United States,10184,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335
DWW-28642-549,2023-03-01,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,erasmus9f@techcrunch.com,+1 (617) 830-9474,045 Jackson Junction,Boston,United States,2216,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003
CGO-79583-871,2021-03-04,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,+1 (415) 960-7198,45 Trailsway Avenue,San Francisco,United States,94132,Yes,Exc,D,0.5,7.29,1.458,0.8019000000000001
TFY-52090-386,2021-10-13,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,Exc,L,0.5,8.91,1.782,0.9801
TFY-52090-386,2021-10-13,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,Lib,D,0.5,7.77,1.5539999999999998,1.0101
NYY-73968-094,2021-08-15,70451-38048-AH,R-D-0.5,6,Noam Climance,nclimance9j@europa.eu,,34 Orin Crossing,Seattle,United States,98148,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993
QEY-71761-460,2023-11-29,35442-75769-PL,R-M-1,2,Catarina Donn,,+353 (950) 306-4776,74 Logan Avenue,Dunmanway,Ireland,P47,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597
GKQ-82603-910,2022-01-19,83737-56117-JE,R-L-1,5,Ameline Snazle,asnazle9l@oracle.com,+1 (334) 193-6359,246 Katie Terrace,Montgomery,United States,36109,No,Rob,L,1.0,11.95,1.1949999999999998,0.717
IOB-32673-745,2023-05-28,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,+1 (214) 985-2470,8753 Texas Court,Dallas,United States,75372,Yes,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999
YAU-98893-150,2024-01-15,77043-48851-HG,L-M-1,3,Lewes Danes,ldanes9n@umn.edu,+1 (785) 398-5129,37 Graedel Court,Topeka,United States,66622,No,Lib,M,1.0,14.55,1.455,1.8915000000000002
XNM-14163-951,2021-12-04,78224-60622-KH,E-L-2.5,6,Shelli Keynd,skeynd9o@narod.ru,+1 (903) 299-3053,9 Iowa Court,Tyler,United States,75799,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996
JPB-45297-000,2024-07-01,83105-86631-IU,R-L-0.2,4,Dell Daveridge,ddaveridge9p@arstechnica.com,+1 (213) 474-2139,09652 Crowley Lane,Los Angeles,United States,90065,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
MOU-74341-266,2021-05-07,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,jawdry9q@utexas.edu,+1 (318) 747-7610,7961 Blackbird Road,Shreveport,United States,71137,No,Ara,D,0.5,5.97,1.194,0.5373
DHJ-87461-571,2022-08-23,94525-76037-JP,A-M-1,2,Ethel Ryles,eryles9r@fastcompany.com,+1 (208) 760-1705,8 Schurz Place,Boise,United States,83722,No,Ara,M,1.0,11.25,1.125,1.0125
DKM-97676-850,2022-06-02,43439-94003-DW,E-D-0.5,5,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,Exc,D,0.5,7.29,1.458,0.8019000000000001
UEB-09112-118,2022-01-30,82718-93677-XO,A-M-0.5,4,Maitilde Boxill,,+1 (334) 191-0127,65 Cardinal Plaza,Montgomery,United States,36177,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999
ORZ-67699-748,2022-02-15,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,jcaldicott9u@usda.gov,,2690 Oak Way,Fort Pierce,United States,34981,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
JXP-28398-485,2023-06-11,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,mvedmore9v@a8.net,+1 (336) 366-8873,368 Waubesa Way,Greensboro,United States,27415,Yes,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995
WWH-92259-198,2024-03-11,35256-12529-FT,L-D-1,4,Willey Romao,wromao9w@chronoengine.com,+1 (916) 623-2394,013 Vernon Way,Sacramento,United States,94237,Yes,Lib,D,1.0,12.95,1.295,1.6835
FLR-82914-153,2023-09-09,86100-33488-WP,A-M-2.5,6,Enriqueta Ixor,,+1 (512) 200-9234,068 Meadow Ridge Lane,Round Rock,United States,78682,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994
AMB-93600-000,2021-05-14,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,tcotmore9y@amazonaws.com,+1 (571) 250-3012,2146 Helena Court,Reston,United States,22096,No,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995
FEP-36895-658,2021-04-08,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,yskipsey9z@spotify.com,+44 (257) 759-9950,321 Killdeer Center,Charlton,United Kingdom,OX12,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996
RXW-91413-276,2022-08-15,29588-35679-RG,R-D-2.5,2,Nicko Corps,ncorpsa0@gmpg.org,+1 (803) 730-8217,119 Iowa Plaza,Columbia,United States,29220,No,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999
RXW-91413-276,2022-08-15,29588-35679-RG,R-M-0.5,1,Nicko Corps,ncorpsa0@gmpg.org,+1 (803) 730-8217,119 Iowa Plaza,Columbia,United States,29220,No,Rob,M,0.5,5.97,1.194,0.35819999999999996
SDB-77492-188,2024-05-05,64815-54078-HH,E-L-1,5,Feliks Babber,fbabbera2@stanford.edu,+1 (623) 550-6050,18 Helena Trail,Phoenix,United States,85025,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335
RZN-65182-395,2023-03-27,59572-41990-XY,L-M-1,6,Kaja Loxton,kloxtona3@opensource.org,,8477 East Trail,Miami,United States,33233,No,Lib,M,1.0,14.55,1.455,1.8915000000000002
HDQ-86094-507,2021-04-27,32481-61533-ZJ,E-D-1,6,Parker Tofful,ptoffula4@posterous.com,+1 (310) 210-6841,97465 Almo Alley,Fresno,United States,93762,Yes,Exc,D,1.0,12.15,1.215,1.3365
